@relation tweets-sentimientos-consistentes-español
@attribute 'tweetid' numeric
@attribute 'user' string
@attribute 'content' string
@attribute 'date' date
@attribute 'lang' { 'es', 'unknown'}
@attribute 'value' { 'O', 'E', 'P', 'n+', 'p+', 'N'}
@attribute 'type' { 'AGREEMENT', 'DISAGREEMENT'}
@data
156716209780424704,'JAMonago','graciasss... Trabajamos x ello “@EDU_AM08: Felicidades!! Presidente aver si con el trabajo de todos mejoramos la situación.”','2012-01-10T13:37:10',es,'p+','AGREEMENT'
156717193617342464,'Tonicanto1','Valencia y la formula 1: Hacer la prueba:18 mill x 3 años. No hacerla:15 mill x 3 años. Alguien debería pagar x firmar esos contratos!!','2012-01-10T13:41:05',es,'E','AGREEMENT'
156730565779927044,'PabloAIglesias','Mi enhorabuena a los compañeros de @EFEnoticias por la primera entrevista a @marianorajoy. @AlonsoNgel y @belenanca llevaban años pidiendola','2012-01-10T14:34:13',es,'p+','AGREEMENT'
156732570783059968,'carlos__alsina','@Juandecolmenero ¿Y a quien responda "no" a esa amable petición, qué, jaja?','2012-01-10T14:42:11',es,'P','DISAGREEMENT'
156732673795162113,'VicenteVallesTV','A las 3 en @A3noticias, Rajoy reaparece en una entrevista: justifica la subida del IRPF y dice que no se va a esconder','2012-01-10T14:42:36',es,'O','AGREEMENT'
156737364641853440,'javiercasqueiro','No me parece criticable que la primera entrevista a Rajoy sea en EFE, una agencia pública, española, e internacionalmente contrastada.','2012-01-10T15:01:14',es,'P','AGREEMENT'
156737448754421760,'sanchez_sonia','Rajoy (EFE): "No está en nuestras previsiones subir el IVA". Descarta un "banco malo"','2012-01-10T15:01:34',es,'p+','AGREEMENT'
156766984615378945,'javiersolana','De la teoria a la realidad. Como funciona una aseguradora médica “@NYTimeskrugman: Who Fires Whom? http://t.co/finDsj8P”','2012-01-10T16:58:56',es,'O','AGREEMENT'
156774739086540800,'GLlamazares','Increíble:  Rajoy dice que no nombró vicepresidente primero porque quería dar la cara sobre la crisis.  Cuándo y dónde ?','2012-01-10T17:29:45',es,'N','AGREEMENT'
156785795989118976,'_Rubalcaba_','Tenemos que combinar reflexión con ACCION . Tenemos que hacerlo con un proyecto que tiene que ser nuevo','2012-01-10T18:13:41',es,'p+','AGREEMENT'
156807741170655233,'GLlamazares','El déficit del 8% es la muestra de la austeridad hipócrita del PP, pero sobre todo del fracaso del ajuste que provoca recesión, paro y deuda','2012-01-10T19:40:53',es,'n+','AGREEMENT'
156808906721591297,'lazaroelmundo','@mgilguerrero sorprende que preocupe más un posible relevo en Tráfico que el terrorismo. Alucinante con las preguntas. ¿El nuevo periodismo?','2012-01-10T19:45:31',es,'n+','AGREEMENT'
156811268248973312,'marianorajoy','En la reunión del Grupo Parlamentario Popular http://t.co/dfVFpEtx','2012-01-10T19:54:55',es,'O','AGREEMENT'
156813941782228992,'SSantiagosegura','Esta noche al Hormiguero!Me apetece un poquillo de "cachondeo"#palabrasarcaicas','2012-01-10T20:05:31',es,'p+','AGREEMENT'
156814776750718976,'iescolar','Las cifras de Rajoy: 15.000 millones autonómicos + 3.000 del Gobierno + 1.500 municipales + 5.000 de la SS. Suman 24.500 millones, no 20.000','2012-01-10T20:08:50',es,'n+','AGREEMENT'
156818657069117440,'morenobarber','Este es el especial en el que puedes seguir en EL PAÍS las elecciones de EEUU y ahora mismo las primarias republicanas http://t.co/Lroa6mkk','2012-01-10T20:24:16',es,'p+','AGREEMENT'
156821642247553024,'GFVara','La semana siguiente  lo mismo en las asambleas comarcales.  Después el congreso federal. Y así, con los cambios lógicos, desde hace 132 AÑOS','2012-01-10T20:36:07',es,'E','AGREEMENT'
156823918194343937,'Albert_Rivera','ERC&PP no han apoyado ese pleno monográfico sobre impulso d l economia y efectos d ls recortes que registramos mañana.El govern no lo quería','2012-01-10T20:45:10',es,'n+','AGREEMENT'
156826201896398848,'Federicoquevedo','Mañana en @elconfidencial mi #dos palabras "Cuando la corrupción se convierte en nuestro peor enemigo".','2012-01-10T20:54:14',es,'n+','AGREEMENT'
156828672165285889,'Carlos_Latre','¿Mallorquines del twitter??? Nos vemos con #YesWeSpainIsDiferent el próximo 27 y 28 ENERO en el Auditorium.entradas en http://t.co/Q9HzeyLP','2012-01-10T21:04:03',es,'O','AGREEMENT'
156830535824588800,'Carlos_Latre','De momento y YA a la venta: Palma (27/28), Barcelona del (1/2 a 18/2) y Madrid (22/2 al 1/4) en http://t.co/Q9HzeyLP .E iremos a toda Spain!','2012-01-10T21:11:28',es,'O','AGREEMENT'
156838377856053249,'Tonicanto1','Como s genera nuestro déficit:15.000 millones las com autónomas.5000 mill seg social.3000 mill Estado.1500 mill ayuntam http://t.co/wIw3IXeC','2012-01-10T21:42:37',es,'n+','AGREEMENT'
156848266384916480,'AlejandroSanz','Ayuda RT @NKIESE: Ayuda porfa!! Necesitamos donadores de sangre O- y B- en Medica Sur para Regina Howard, es una amiga. RT pls!','2012-01-10T22:21:55',es,'N','AGREEMENT'
156852123508805632,'jesusmarana','RT: “@aprensamadrid: Sin periodistas no hay periodismo. Manifiesto Federación de Asociaciones Periodistas de España http://t.co/3JHc1cI3”','2012-01-10T22:37:15',es,'O','AGREEMENT'
156853339659845632,'cayo_lara','Mañana hay pleno en el Congreso de Diputados para convalidar el decreto de recortes del Gobierno. Nos dan 10 minutos para fijar posición.','2012-01-10T22:42:05',es,'n+','AGREEMENT'
156863431247532033,'cayo_lara','Recortan 200 millones de euros a la rtve. Mal camino después que el anterior gobierno les suprimiera 500 millones de publicidad.','2012-01-10T23:22:11',es,'N','AGREEMENT'
156864664133844992,'mariviromero','Noooooooooooooooooooooooooooo','2012-01-10T23:27:04',es,'n+','AGREEMENT'
156870939542429696,'matrujil','Qué recuerdos!: Nepal. Españoles en el mundo @tve_tve','2012-01-10T23:52:01',es,'P','AGREEMENT'
156871896682594304,'ccifuentes','Un fuerte abrazo a @conchagcampoy, que va a disputar la batalla más importante de su vida. Mucho animo :-)','2012-01-10T23:55:49',es,'p+','AGREEMENT'
156874152219914240,'ccifuentes','Entrevista completa al presidente @MarianoRajoy http://t.co/ObMm5Vk7 #interesante','2012-01-11T00:04:47',es,'p+','AGREEMENT'
156883359979679744,'AlexdelaIglesia','“@Anoukira: Así es, @Costa_Ant acabo de salir de la peli y @JoseMotatv hace un papelón! Buenísima!! Gracias por el  gracias a tí!!!!','2012-01-11T00:41:22',es,'p+','AGREEMENT'
156885601751285761,'AlexdelaIglesia','“@Davirra: Con el culpable!! Gracias por esta gran noche y por esta gran película. #9enfilmaffinity :D http://t.co/LKWldYZj” gracias a ti.','2012-01-11T00:50:16',es,'p+','AGREEMENT'
156894261760106496,'davidbisbal','http://t.co/bJH4vI8Yaqui tenéis las fotos del primer concierto de Córdoba, muchas gracias @lya_cordoba por tanto arte.','2012-01-11T01:24:41',es,'p+','AGREEMENT'
156914411406241792,'AlexdelaIglesia','Que viene insomnio? No!!!! Mañana a las 7!!!! #ohagoyogaoyanosequé','2012-01-11T02:44:45',es,'N','AGREEMENT'
156964813115887616,'ccifuentes','Buenos días a todos, que tengáis un estupendo miércoles :-)','2012-01-11T06:05:02',es,'p+','AGREEMENT'
156980949400293376,'sevillajordi','Me quedé corto: recorte d déficit no será d 30.000m sino mucho más. Pues sigue sin salirme el cómo lo harán con lo q falta q es muuucho.','2012-01-11T07:09:09',es,'n+','AGREEMENT'
156995012469587968,'Cepeda','Buenos días a todos! Así amanece Madrid: http://t.co/X42htewq','2012-01-11T08:05:02',es,'O','AGREEMENT'
156995507942727680,'anabelenroy_tve','Al menos 1muerto y 2heridos x la explosión d una bomba adosada a un coche en una plaza del norte de Teherán,cerca d la Universidad (PressTv)','2012-01-11T08:07:00',es,'n+','AGREEMENT'
156996332035383297,'anabelenroy_tve','Portada El País http://t.co/4g4z8h4p ...','2012-01-11T08:10:17',es,'O','AGREEMENT'
156996424104550402,'anabelenroy_tve','Portada ABC http://t.co/iuwDa29J ...','2012-01-11T08:10:39',es,'O','AGREEMENT'
156996502194098176,'anabelenroy_tve','Portada El Mundo http://t.co/UFmwPMA8 ...','2012-01-11T08:10:57',es,'O','AGREEMENT'
156996911855964160,'anabelenroy_tve','Portada El Periódico http://t.co/Ouy9uNEZ ...','2012-01-11T08:12:35',es,'O','AGREEMENT'
157008524369600512,'anapastor_tve','Empezamos!!! Hoy con los empresarios. En #losdesayunosdetve Arturo Fernandez vicepresidente de la CEOE.','2012-01-11T08:58:43',es,'O','AGREEMENT'
157012374782623744,'SSantiagosegura','Me he dado cuenta de que cuesta mas levantarse de la cama cuanto mas frío hace fuera...#perogrullo','2012-01-11T09:14:01',es,'n+','AGREEMENT'
157012566990794752,'sanchez_sonia','#ChacónenLaSER: "No hacerle daño a mi partido es lo que me ha llevado a Reaccionar"','2012-01-11T09:14:47',es,'p+','AGREEMENT'
157013428614074368,'sanchez_sonia','#ChacónenLaSER : "Me siento con capacidad y con equipo, no hay superman ni superwoman".','2012-01-11T09:18:13',es,'p+','AGREEMENT'
157016822468714496,'Federicoquevedo','Cuando la corrupción se convierte en nuestro peor enemigo - Dos Palabras http://t.co/mw8jkzmG vía @elconfidencial','2012-01-11T09:31:42',es,'n+','AGREEMENT'
157023882006638592,'javiersolana','Lo mas importante del viaje de Ahmadineyad a America Latina es los paises que NO ha visitado.@MoisesNaim','2012-01-11T09:59:45',es,'E','DISAGREEMENT'
157026349826048000,'Buenafuente','Sí!!“@ester_font: @Buenafuente Espero que el día se porte bien contigo, que mañana voy a veros y tienes que estar fresco como una rosa!”','2012-01-11T10:09:33',es,'p+','AGREEMENT'
157026423176040448,'mgilguerrero','El ministro del Interior confirma su extraña cita con Zapatero. Todo muy normal','2012-01-11T10:09:51',es,'E','AGREEMENT'
157027248589910016,'Buenafuente','un buen trabajo...“@LaVanguardia: La NASA busca astronautas para ir a un asteroide http://t.co/o6kjfQLj”','2012-01-11T10:13:08',es,'p+','AGREEMENT'
157031304741912576,'GLlamazares','No habrá comisión de ciencia e investigación, ni comisión de igualdad, ni tampoco comisión de medioambiente.','2012-01-11T10:29:15',es,'N','AGREEMENT'
157031445892833280,'ristomejide','"@frec_digital: #Tusiquevales se dispara al 22% en el late y dobla a Viaje al Toledo... de Antena 3 http://t.co/UsTY1A1f" Ouyeah.','2012-01-11T10:29:48',es,'p+','AGREEMENT'
157037457387429889,'mgilguerrero','Uuuuuuuys! Montoro pide a la Cámara que "dejemos de lado la ideología" ante la crisis... Danger','2012-01-11T10:53:42',es,'n+','AGREEMENT'
157038470035030016,'Tonicanto1','El PSOE ,creador de la situación que vivimos, comienza diciendo que se dejó la piel luchando contra la crisis...','2012-01-11T10:57:43',es,'E','DISAGREEMENT'
157040536828645376,'Tonicanto1','El PSOE pide q se haga lo que el no hizo en dos legislaturas..Y da lecciones de gobierno en las CCAA mientras la Cámara le espeta:Andalucía!','2012-01-11T11:05:56',es,'n+','AGREEMENT'
157043040987516929,'arsenioescolar','Damasiado frío Alonso (PSOE) en sus críticas al #rajoynazo1 Parece un técnico, no un político.','2012-01-11T11:15:53',es,'N','AGREEMENT'
157043522510393344,'iescolar','Viendo el debate donde el presidente iba a dar la cara para explicar su subida de impuestos. ¡Qué cambiado está Rajoy! http://t.co/uO5mNPRD','2012-01-11T11:17:48',es,'N','DISAGREEMENT'
157043828518420480,'GLlamazares','Empieza la degradación del debate, con la herencia recibida y el  y tu más. Montoro dice que el PSOE conocía el déficit.','2012-01-11T11:19:01',es,'n+','AGREEMENT'
157044433009917952,'iescolar','Lo que no explica Montoro, y es lo fundamental, es qué autonomías han incumplido y por cuánto. Y quién las gobierna.','2012-01-11T11:21:25',es,'N','AGREEMENT'
157045795726692353,'carlosecue','Montoro dice que pide "un esfuerzo pequeño de muchos" con la subida de impuestos. Y defiende los impuestos "a la propiedad". Ver para creer','2012-01-11T11:26:50',es,'n+','AGREEMENT'
157045962525769728,'estherpalomera','Montoro clama ahora x una política de luces largas...y sigue con el rafa rafa de la pinderacion','2012-01-11T11:27:29',es,'n+','AGREEMENT'
157045963704373248,'maria_rey','Montoro "la situación está para que la política ponga las luces largas para salir de la crísis" #Congreso','2012-01-11T11:27:30',es,'E','AGREEMENT'
157046524742864896,'iescolar','Montoro, hace dos meses: "Si subiéramos el IRPF tendríamos menos crecimiento y más paro, con eso se lo digo todo" http://t.co/Zjk7ofA8','2012-01-11T11:29:43',es,'n+','AGREEMENT'
157047283932864512,'teresafclt','El Gobierno no ampliará el plazo para que sindicatos y empresarios lleguen a un acuerdo','2012-01-11T11:32:44',es,'N','AGREEMENT'
157047618424410112,'mrtfernandez','Qué pasa de noche en las librerías? -- The Joy of Books http://t.co/YaTzfUyk vía @youtube','2012-01-11T11:34:04',es,'O','AGREEMENT'
157048139503775744,'iescolar','Cuando Montoro decía estas cosas ya sabía que el déficit era del 8%. Él mismo lo iba contando. http://t.co/Zjk7ofA8','2012-01-11T11:36:08',es,'n+','AGREEMENT'
157063323848933376,'GLlamazares','Denuncia a la banca, la iglesia, la ley sinde, el escaso compromiso con el fraude, congelación del salario mínimo y funcionarios, rtve.','2012-01-11T12:36:29',es,'N','AGREEMENT'
157071219030638592,'GLlamazares','Hoy no le tiembla la mano. Ayer cueste lo que cueste. Y durante toda la crisis la austeridad hipócrita como ley del embudo y el rigor mortis','2012-01-11T13:07:51',es,'N','AGREEMENT'
157072583089602560,'anai_martin','Si los sondeos están en lo cierto, Griñán vivirá su particular Pasión -elecciones andaluzas- el 25 de marzo, poco antes de la Semana Santa','2012-01-11T13:13:16',es,'O','AGREEMENT'
157088763745533954,'Federicoquevedo','Esta es la mejor noticia q he leído hoy en la prensa.... http://t.co/g5O1a2Or','2012-01-11T14:17:34',es,'p+','AGREEMENT'
157099725898784769,'davidbisbal','El día http://t.co/4Z4AMmZi','2012-01-11T15:01:08',es,'O','AGREEMENT'
157103874631667713,'PepeGrinan','El debate sobre déficit publico es el viejo debate sobre cañones o mantequilla.','2012-01-11T15:17:37',es,'n+','AGREEMENT'
157105456068837376,'PepeGrinan','Qué interés hay en enfrentar el gasto de las distintas Administraciones? No hablar de Estado y autonomías sino del Estado de las autonomías','2012-01-11T15:23:54',es,'N','AGREEMENT'
157120529629839362,'David_Busta','Viendo otra movida:-)','2012-01-11T16:23:48',es,'E','AGREEMENT'
157132005044256768,'emontanes','El Congreso convalida, con los votos del PP, CiU y UPN, el primer ajuste de Rajoy - ABC.es http://t.co/6pmNfPK8 via @abc_es','2012-01-11T17:09:24',es,'P','AGREEMENT'
157143824240623616,'Albert_Rivera','Jornada con compañeros y nuestros concejales d Galapagos(Guadalajara) RT @jordid957:visita d @Albert_Rivera a Galapagos http://t.co/K7puPbVN','2012-01-11T17:56:21',es,'O','AGREEMENT'
157144461414105088,'AlexdelaIglesia','En el AVE con @JoseMotatv para ir a Barna. #palizon #señorasmayoresdegira #abuelas #desmadreenelgeriatrico','2012-01-11T17:58:53',es,'n+','AGREEMENT'
157151004486406144,'mariviromero','.@MarianoRajoy visitará el próximo miércoles Marruecos en su primer viaje al extranjero" http://t.co/lV25lohU via @elmundoes','2012-01-11T18:24:53',es,'O','AGREEMENT'
157161118828199936,'cayo_lara','No se puede utilizar la crisis como excusa para privatizar servicios públicos. Atacar a lo público es atacar a la democracia.','2012-01-11T19:05:05',es,'n+','DISAGREEMENT'
157164392050458624,'Juandecolmenero','RT “@pedropabloglez: V.Rompuy estudia cambiar la fecha de la cumbre europea del 30 enero, porque coincide con una huelga general en Bélgica"','2012-01-11T19:18:05',es,'O','AGREEMENT'
157167052338110464,'cayo_lara','Se han ampliado 100.000 millones para avales a la banca. La banca siempre gana y altos directivos más.','2012-01-11T19:28:39',es,'n+','AGREEMENT'
157170703618154496,'JAMonago','La producción industrial subió en noviembre un 15,8% respecto al mismo mes del año anterior...La + alta de toda España...','2012-01-11T19:43:10',es,'p+','AGREEMENT'
157172686387290114,'LosadaPescador','La Junta de Andalucía sigue echando mano de la chequera para amigos. Se lo contamos en nuestro top secret. @TelediarioInter 20:30','2012-01-11T19:51:03',es,'n+','AGREEMENT'
157173101799546880,'LosadaPescador','Alonso dice que en Andalucía no hay corrupción. Risas en el hemiciclo. @TelediarioInter 20:30','2012-01-11T19:52:42',es,'n+','AGREEMENT'
157173668299018240,'mariviromero','#elcambioandaluz ya tiene fecha: 25 de Marzo de 2012 http://t.co/FB4kjpmG','2012-01-11T19:54:58',es,'O','AGREEMENT'
157175891015905280,'mariviromero','He publicado una foto nueva en Facebook http://t.co/YAFWtbVW','2012-01-11T20:03:47',es,'p+','AGREEMENT'
157181425584574467,'Federicoquevedo','En @TDtarde @13television todos hemos estado de acuerdo en que los cargos públicos no estén mas de 8 años en el poder #acabarconlacorrupcion','2012-01-11T20:25:46',es,'P','AGREEMENT'
157189858333425665,'CarmeChaparro','RT @GeekIndignado: Los fotógrafos desafían a la censura en el Congreso con unas polémicas imágenes de Mariano Rajoy http://t.co/MsLKQvNe','2012-01-11T20:59:17',es,'N','AGREEMENT'
157202207815634945,'aarbeloa17','"QUIEN NO HA AFRONTADO LA ADVERSIDAD NO CONOCE SU PROPIA FUERZA"         http://t.co/Zo7IT1Y2','2012-01-11T21:48:21',es,'N','AGREEMENT'
157208641664057345,'AlejandroSanz','RT @anapastor_tve: RT @unicef_es: Queremos acabar con la #desnutrición infantil. ¿Nos ayudas? Envía DIA al 28028. Te necesitamos. #donaundia','2012-01-11T22:13:55',es,'P','AGREEMENT'
157211841905442816,'PilarGGranja','que clamores? De Obama? “@EFEnoticias: EEUU recuerda diez años de Guantánamo entre clamores para su cierre inmediato #Guantánamo #EEUU”','2012-01-11T22:26:38',es,'n+','AGREEMENT'
157216176999636992,'iescolar','Telmo Martín da el perfil para ministro de Vivienda (o de burbuja inmobilaria). http://t.co/M2IeN3jN','2012-01-11T22:43:52',es,'N','AGREEMENT'
157218074288865281,'marodriguezb','Hubo un tiempo en que la capacidad profesional, el valor y la admiración no se medían por la Cuenta Corriente.','2012-01-11T22:51:24',es,'n+','DISAGREEMENT'
157218087224094720,'ritabarbera2010','España líder mundial de donantes, y el Hospital la Fe de Valencia, líder en trasplantes de hígado y corazón.... http://t.co/gEzBf4DR','2012-01-11T22:51:27',es,'p+','AGREEMENT'
157218811110629376,'iescolar','La constructora del diputado millonario, Telmo Martín, vendió viviendas VPO con sobreprecio y fue sancionada http://t.co/x4qqiRuS','2012-01-11T22:54:20',es,'N','AGREEMENT'
157223115796119552,'Enric_Hernandez','Los abogados repudian los #CIE para extranjeros, el sí de CiU a Rajoy y el desafío de Chacón a Rubalcaba.http://t.co/kAzDRh8y#portadaEPC','2012-01-11T23:11:26',es,'n+','AGREEMENT'
157227026284158977,'ccifuentes','.@Leche_Lacturale El secreto del éxito es la constancia en el propósito. Disraeli','2012-01-11T23:26:58',es,'P','AGREEMENT'
157236305581973504,'David_Busta','BUENAS NOCHES:-)','2012-01-12T00:03:51',es,'P','AGREEMENT'
157236438033903616,'Albert_Rivera','Rajoy&Duran apoyan subida d impuestos a todos ls españoles,justo lo contrario d lo que dijeron hace 2 meses antes dl #20N. #pepevergencia','2012-01-12T00:04:22',es,'n+','AGREEMENT'
157244152936017921,'RodrigoBlazquez','Antonio Quero quiere ser tercera vía @PSOE entre @CarmeChacon2011 y @_Rubalcaba_ http://t.co/9s39yZAt Pedirá avales. Vinculado a @BasesenRed','2012-01-12T00:35:02',es,'O','AGREEMENT'
157245518509113346,'davidbisbal','http://t.co/yVq45LM7aquí podéis encontrar las fotos de mi segundo concierto en el gran teatro de Córdoba. @lya_cordoba y #Queco.','2012-01-12T00:40:27',es,'p+','AGREEMENT'
157256067405975552,'davidbisbal','Vaya público guapo el de Córdoba señores, gracias.  Y mañana tocamos en Cádiz, cantaré por primera ver en el gran teatro Falla, otro sueño','2012-01-12T01:22:22',es,'p+','AGREEMENT'
157357273054842880,'anabelenroy_tve','Portada El País http://t.co/H5DUHndT ...','2012-01-12T08:04:32',es,'O','AGREEMENT'
157358409287598080,'anabelenroy_tve','Portada El Faro de Melilla http://t.co/CBRjsRKb ...','2012-01-12T08:09:03',es,'O','AGREEMENT'
157358740335624194,'anabelenroy_tve','Portada Marca http://t.co/hgvoVtoJ ...','2012-01-12T08:10:21',es,'O','AGREEMENT'
157374842524545024,'PilarGGranja','Si quieres estar informado con criterio, y eres progre, no te puedes perder el @TelediarioInter a las 3. Prueba una dosis liberal! Oeoeoe','2012-01-12T09:14:21',es,'P','AGREEMENT'
157377144505380864,'PilarGGranja','Contra el descriterio : @TelediarioInter a las 3. Para saber lo q pasa y Xq. Para entender mejor la realidad, con argumentos valientes.','2012-01-12T09:23:29',es,'p+','AGREEMENT'
157380131923570688,'PalomaCervilla','@PalomaCervilla @@merceperello @@PalomaCervilla por supuesto, pero no creo que negarse a malgastar dinero sea equivocarse','2012-01-12T09:35:22',es,'E','AGREEMENT'
157385232625049600,'Crisgallar','Desayunando con Gabriela Bravo, portavoz del CGPJ, en el Club Internacional de Prensa. La escuchan corresponsables extranjeros.','2012-01-12T09:55:38',es,'O','AGREEMENT'
157393963026878464,'garcia_abadillo','Banesto muestra el camino: menos beneficios, más provisiones.http://mun.do/wDrm8q','2012-01-12T10:30:19',es,'p+','AGREEMENT'
157394028885839872,'alfonsomerlos','A las 13.30 estaré en la tertulia política d @mananascuatro con @mrtfernandez , colaboradores y equipazo.. ay las #CCAA!!','2012-01-12T10:30:35',es,'O','AGREEMENT'
157398159553855488,'isadedios','La adicción a Internet se caracteriza por una integración anormal de la materia blanca http://t.co/F6CN8vim','2012-01-12T10:47:00',es,'n+','AGREEMENT'
157398351418097664,'anabelenroy_tve','RTVE.es mas de 14000000 usuarios en diciembre http://t.co/8yAHpegh ¡gracias en general y en especial,por vuestros comentarios en la Lotería!','2012-01-12T10:47:45',es,'p+','AGREEMENT'
157399953596096512,'GLlamazares','La solidaridad no es entre los asalariados, es d los que más tienen hacia el resto de la sociedad. La del Rajuste deja fuera a los más ricos','2012-01-12T10:54:07',es,'N','AGREEMENT'
157403526660755456,'Carlos_Latre','Vamos a por @HerreraenlaOnda !!!;)','2012-01-12T11:08:19',es,'p+','AGREEMENT'
157405753127337984,'anai_martin','Elegir presidente de RTVE requiere 2/3 del Congreso. Conclusión: hasta q el PSOE no resuelva sus líos internos no habrá fumata blanca','2012-01-12T11:17:10',es,'N','AGREEMENT'
157406452686917633,'iescolar','Decir que un debate divide es como decir que la democracia divide.','2012-01-12T11:19:57',es,'N','AGREEMENT'
157406567925424128,'sonsolesonega','AMAIUR en el Congreso: "Se demanda afrontar las consecuencias del conflicto. Hay q empezar acercando presos"','2012-01-12T11:20:24',es,'N','DISAGREEMENT'
157407615725469696,'aguerosergiokun','Felicitaciones @delcastillogaby @ezeaguero !! Bienvenido Bauti a a la familia!!!','2012-01-12T11:24:34',es,'p+','AGREEMENT'
157410660630794241,'Carlos_Latre','Q gustazo hablar con Ga Pelayo en @OndaCero_es !!;) en 3 minutos seguimos!!!','2012-01-12T11:36:40',es,'p+','AGREEMENT'
157415596936540160,'ristomejide','“@Meandmyzelf: Muy vanal diría yo..es un tweet que no dice nada” En cambio el tuyo lo dice todo, darling. #VíaAnal','2012-01-12T11:56:17',es,'E','DISAGREEMENT'
157416931941552128,'Carlos_Latre','La semana q viene mas @OndaCero_es  @HerreraenlaOnda !! Q bien nos lo pasamos!! VIVA LA RADIO!!;)','2012-01-12T12:01:35',es,'p+','AGREEMENT'
157425364958851073,'PaulaVazquezTV','Me da penita quitarlo http://t.co/F2DKW50n','2012-01-12T12:35:07',es,'N','AGREEMENT'
157426535601668096,'germanyanke','Revista de Prensa (ABCPunto Radio, 12 de enero) http://t.co/pMLGi9fI','2012-01-12T12:39:45',es,'O','AGREEMENT'
157428637027676160,'garcia_abadillo','La colocación de 10.000 millones de deuda a menor interés demuestra que, al menos para los mercados, la estrategia de Rajoy ha sido acertada','2012-01-12T12:48:06',es,'P','AGREEMENT'
157438357247496192,'mariviromero','Alguien que tenga o venda ruedas aquí? Baratitas ....','2012-01-12T13:26:44',es,'O','AGREEMENT'
157438474067251200,'Buenafuente','Para mi, escuchar a Ramoneda me sirve de referencia on #bananity http://t.co/q3a0LQvQ','2012-01-12T13:27:11',es,'P','AGREEMENT'
157444268259151873,'mariviromero','Mas!El ex alcalde de Los Barrios y la delegada de Cultura de la Junta, imputados por delito urbanístico" http://t.co/ywIPSbAs via @elmundoes','2012-01-12T13:50:13',es,'n+','AGREEMENT'
157445550613082112,'RodrigoBlazquez','¿Qué tienen en común Angola, Georgia, Montenegro y la Comunidad Valenciana? Su deuda tiene la misma nota para Moodys http://t.co/VKwc6v7K','2012-01-12T13:55:19',es,'N','AGREEMENT'
157454290653421568,'AlexdelaIglesia','Oye, me he tomado un vermú y me ha sentado fatal. #perocontento','2012-01-12T14:30:02',es,'N','AGREEMENT'
157456550129176576,'mariviromero',';-))))) RT @EPAndalucia: Rajoy intervendrá el sábado en la convención del PP-A (@ppandaluz) en Málaga de cara al #25M - http://t.co/Ig8wjoCn','2012-01-12T14:39:01',es,'O','AGREEMENT'
157457114875432960,'mariviromero','Rajoy intervendrá en la convención del PP-A en Málaga / El próximo sábado http://t.co/QE98ix4z vía @europapress_es','2012-01-12T14:41:16',es,'O','AGREEMENT'
157457610893819905,'VicenteVallesTV','A las 3 en @A3noticias, según Defensa, piratas somalíes atacan un buque de guerra español.  Un pirata muerto, y varios heridos','2012-01-12T14:43:14',es,'n+','AGREEMENT'
157461409419116545,'alfonsomerlos','Y preguntamos en @13tv_AlDia : ¿engañó @marianorajoy a los votantes (impuestos) o engañó el @PSOE a los españoles (déficit)? @DHAM_13tv','2012-01-12T14:58:20',es,'n+','AGREEMENT'
157470828450156544,'Edurnity','Me voy a dar un paseito con este solazo y buen día que hace hoy!!estoy feliz!!??','2012-01-12T15:35:45',es,'p+','AGREEMENT'
157471194101198848,'mariviromero','Es lo q es: La Mancomunidad de la Axarquía ve una tomadura de pelo el decreto de Vivienda http://t.co/I2QW9mXn via @elmundoes','2012-01-12T15:37:13',es,'N','AGREEMENT'
157473079906410496,'AlejandroSanz','RT @maycrespo: @AlejandroSanz MIRARLO Y PASARLO PORFA Rprodciendo ete vdeoclip sguimos obtenendo (cont) http://t.co/5oGykOvp','2012-01-12T15:44:42',es,'O','AGREEMENT'
157477494281351168,'Cepeda','“La renovación del PSOE es un problema de cambio intelectual, no generacional” | Rubalcaba: http://t.co/BuOgLwc5 via @AddThis','2012-01-12T16:02:15',es,'E','AGREEMENT'
157501119290015744,'mariviromero','.@MarianoRajoy elige para #Malaga su primer gran acto público como presidente . SUR.es http://t.co/scHzF1KV vía @diario_sur','2012-01-12T17:36:07',es,'p+','AGREEMENT'
157507244261507073,'alfonsomerlos','Hoy m acompañan en @DHAM_13tv @Federicoquevedo @IdiazAyuso , Luis Solana, Pedro Sánchez, @mamengurru y Pablo Casado... a las 00h!','2012-01-12T18:00:28',es,'O','AGREEMENT'
157507428882198529,'JRBauza','En octubre celebraremos el II Fórum de los Archipiélagos, esperamos esta vez en Baleares a instituciones y empresas de Canarias...','2012-01-12T18:01:12',es,'P','AGREEMENT'
157511575777976320,'Federicoquevedo','Ese destino tendrá que forjarlo libremente cada generación de acuerdo con lo que en cada momento le parezca conveniente hacer','2012-01-12T18:17:40',es,'P','AGREEMENT'
157511611526033409,'pedroj_ramirez','Estupendo, si estoy hablamos “@JoseNicolas13: Notición! Nos avisa nuestro profesor de que ha concertado una visita a EM el 27 de Enero.','2012-01-12T18:17:49',es,'p+','AGREEMENT'
157518784222081025,'Lissavetzky_M','No basta con encomendarse al santoral o bailar la danza de la lluvia para frenar la #boinaMadrid','2012-01-12T18:46:19',es,'N','AGREEMENT'
